LOSS_KEY,GRNAME,ORIGIN,DEV_PERIOD,INCRD_LOSS,PAID_LOSS
OTHR_LIAB,Aegis Grp,1993,1,0,0
OTHR_LIAB,Aegis Grp,1993,2,0,0
OTHR_LIAB,Aegis Grp,1993,3,0,0
OTHR_LIAB,Aegis Grp,1993,4,0,0
OTHR_LIAB,Aegis Grp,1993,5,0,0
OTHR_LIAB,Aegis Grp,1994,1,0,0
OTHR_LIAB,Aegis Grp,1994,2,0,0
OTHR_LIAB,Aegis Grp,1994,3,0,0
OTHR_LIAB,Aegis Grp,1994,4,0,0
OTHR_LIAB,Aegis Grp,1995,1,0,0
OTHR_LIAB,Aegis Grp,1995,2,0,0
OTHR_LIAB,Aegis Grp,1995,3,0,0
OTHR_LIAB,Aegis Grp,1996,1,0,0
OTHR_LIAB,Aegis Grp,1996,2,0,0
OTHR_LIAB,Aegis Grp,1997,1,8,0
COM_AUTO,Aegis Grp,1988,1,0,0
COM_AUTO,Aegis Grp,1988,2,0,0
COM_AUTO,Aegis Grp,1988,3,0,0
COM_AUTO,Aegis Grp,1988,4,0,0
COM_AUTO,Aegis Grp,1988,5,0,0
COM_AUTO,Aegis Grp,1988,6,0,0
COM_AUTO,Aegis Grp,1988,7,0,0
COM_AUTO,Aegis Grp,1988,8,0,0
COM_AUTO,Aegis Grp,1988,9,0,0
COM_AUTO,Aegis Grp,1988,10,0,0
COM_AUTO,Aegis Grp,1989,1,0,0
COM_AUTO,Aegis Grp,1989,2,0,0
COM_AUTO,Aegis Grp,1989,3,0,0
COM_AUTO,Aegis Grp,1989,4,0,0
COM_AUTO,Aegis Grp,1989,5,0,0
COM_AUTO,Aegis Grp,1989,6,0,0
COM_AUTO,Aegis Grp,1989,7,0,0
COM_AUTO,Aegis Grp,1989,8,0,0
COM_AUTO,Aegis Grp,1989,9,0,0
COM_AUTO,Aegis Grp,1990,1,0,0
COM_AUTO,Aegis Grp,1990,2,0,0
COM_AUTO,Aegis Grp,1990,3,0,0
COM_AUTO,Aegis Grp,1990,4,0,0
COM_AUTO,Aegis Grp,1990,5,0,0
COM_AUTO,Aegis Grp,1990,6,0,0
COM_AUTO,Aegis Grp,1990,7,0,0
COM_AUTO,Aegis Grp,1990,8,0,0
COM_AUTO,Aegis Grp,1991,1,55,8
COM_AUTO,Aegis Grp,1991,2,44,13
COM_AUTO,Aegis Grp,1991,3,21,0
COM_AUTO,Aegis Grp,1991,4,21,0
COM_AUTO,Aegis Grp,1991,5,21,0
COM_AUTO,Aegis Grp,1991,6,21,0
COM_AUTO,Aegis Grp,1991,7,21,0
COM_AUTO,Aegis Grp,1992,1,0,0
COM_AUTO,Aegis Grp,1992,2,0,0
COM_AUTO,Aegis Grp,1992,3,0,0
COM_AUTO,Aegis Grp,1992,4,0,0
COM_AUTO,Aegis Grp,1992,5,0,0
COM_AUTO,Aegis Grp,1992,6,0,0
COM_AUTO,Aegis Grp,1993,1,0,0
COM_AUTO,Aegis Grp,1993,2,0,0
COM_AUTO,Aegis Grp,1993,3,0,0
COM_AUTO,Aegis Grp,1993,4,0,0
COM_AUTO,Aegis Grp,1993,5,0,0
COM_AUTO,Aegis Grp,1994,1,0,0
COM_AUTO,Aegis Grp,1994,2,0,0
COM_AUTO,Aegis Grp,1994,3,0,0
COM_AUTO,Aegis Grp,1994,4,0,0
COM_AUTO,Aegis Grp,1995,1,0,0
COM_AUTO,Aegis Grp,1995,2,0,0
COM_AUTO,Aegis Grp,1995,3,0,0
COM_AUTO,Aegis Grp,1996,1,0,0
COM_AUTO,Aegis Grp,1996,2,0,0
COM_AUTO,Aegis Grp,1997,1,0,0
