LOSS_KEY,GRNAME,ORIGIN,DEV_PERIOD,INCRD_LOSS,PAID_LOSS
OTHR_LIAB,State Farm Mut Grp,1988,5,141086,13699
OTHR_LIAB,State Farm Mut Grp,1988,6,134768,10341
OTHR_LIAB,State Farm Mut Grp,1988,7,132676,3939
OTHR_LIAB,State Farm Mut Grp,1988,8,132256,3161
OTHR_LIAB,State Farm Mut Grp,1988,9,128833,2079
OTHR_LIAB,State Farm Mut Grp,1988,10,128968,2064
OTHR_LIAB,State Farm Mut Grp,1989,1,113873,6066
OTHR_LIAB,State Farm Mut Grp,1989,2,122506,22231
OTHR_LIAB,State Farm Mut Grp,1989,3,130142,31838
OTHR_LIAB,State Farm Mut Grp,1989,4,133855,23890
OTHR_LIAB,State Farm Mut Grp,1989,5,131477,19061
OTHR_LIAB,State Farm Mut Grp,1989,6,134716,14446
OTHR_LIAB,State Farm Mut Grp,1989,7,133190,4848
OTHR_LIAB,State Farm Mut Grp,1989,8,131823,3734
OTHR_LIAB,State Farm Mut Grp,1989,9,133405,5085
OTHR_LIAB,State Farm Mut Grp,1990,1,138290,3751
OTHR_LIAB,State Farm Mut Grp,1990,2,154980,27752
OTHR_LIAB,State Farm Mut Grp,1990,3,158424,36613
OTHR_LIAB,State Farm Mut Grp,1990,4,162020,32308
OTHR_LIAB,State Farm Mut Grp,1990,5,155976,12364
OTHR_LIAB,State Farm Mut Grp,1990,6,147156,10289
OTHR_LIAB,State Farm Mut Grp,1990,7,139858,6004
OTHR_LIAB,State Farm Mut Grp,1990,8,138676,3432
OTHR_LIAB,State Farm Mut Grp,1991,1,191958,3336
OTHR_LIAB,State Farm Mut Grp,1991,2,208180,42852
OTHR_LIAB,State Farm Mut Grp,1991,3,214668,49612
OTHR_LIAB,State Farm Mut Grp,1991,4,213777,39363
OTHR_LIAB,State Farm Mut Grp,1991,5,193927,17983
OTHR_LIAB,State Farm Mut Grp,1991,6,183858,12284
OTHR_LIAB,State Farm Mut Grp,1991,7,186089,13032
OTHR_LIAB,State Farm Mut Grp,1992,1,273935,6647
OTHR_LIAB,State Farm Mut Grp,1992,2,260832,42672
OTHR_LIAB,State Farm Mut Grp,1992,3,240099,45541
OTHR_LIAB,State Farm Mut Grp,1992,4,211040,34446
OTHR_LIAB,State Farm Mut Grp,1992,5,190397,18929
OTHR_LIAB,State Farm Mut Grp,1992,6,191961,17241
OTHR_LIAB,State Farm Mut Grp,1993,1,299502,8056
OTHR_LIAB,State Farm Mut Grp,1993,2,303419,73031
OTHR_LIAB,State Farm Mut Grp,1993,3,280945,66645
OTHR_LIAB,State Farm Mut Grp,1993,4,274253,45543
OTHR_LIAB,State Farm Mut Grp,1993,5,262186,23924
OTHR_LIAB,State Farm Mut Grp,1994,1,297730,9720
OTHR_LIAB,State Farm Mut Grp,1994,2,288497,55619
OTHR_LIAB,State Farm Mut Grp,1994,3,266489,64964
OTHR_LIAB,State Farm Mut Grp,1994,4,275791,56447
OTHR_LIAB,State Farm Mut Grp,1995,1,296010,7171
OTHR_LIAB,State Farm Mut Grp,1995,2,289895,75651
OTHR_LIAB,State Farm Mut Grp,1995,3,301199,77480
OTHR_LIAB,State Farm Mut Grp,1996,1,333904,16696
OTHR_LIAB,State Farm Mut Grp,1996,2,327295,72104
OTHR_LIAB,State Farm Mut Grp,1997,1,333575,21098
COM_AUTO,State Farm Mut Grp,1988,1,172262,54699
COM_AUTO,State Farm Mut Grp,1988,2,180112,53638
COM_AUTO,State Farm Mut Grp,1988,3,187158,35562
COM_AUTO,State Farm Mut Grp,1988,4,188775,20919
COM_AUTO,State Farm Mut Grp,1988,5,190569,14720
COM_AUTO,State Farm Mut Grp,1988,6,190701,5853
COM_AUTO,State Farm Mut Grp,1988,7,190344,2632
COM_AUTO,State Farm Mut Grp,1988,8,191752,1736
COM_AUTO,State Farm Mut Grp,1988,9,192087,761
COM_AUTO,State Farm Mut Grp,1988,10,194099,2979
COM_AUTO,State Farm Mut Grp,1989,1,192154,60091
COM_AUTO,State Farm Mut Grp,1989,2,198550,59275
COM_AUTO,State Farm Mut Grp,1989,3,196977,31785
COM_AUTO,State Farm Mut Grp,1989,4,197877,23514
COM_AUTO,State Farm Mut Grp,1989,5,198265,10804
COM_AUTO,State Farm Mut Grp,1989,6,198957,6744
COM_AUTO,State Farm Mut Grp,1989,7,200108,3939
COM_AUTO,State Farm Mut Grp,1989,8,200044,1861
COM_AUTO,State Farm Mut Grp,1989,9,201101,1984
COM_AUTO,State Farm Mut Grp,1990,1,215766,65860
COM_AUTO,State Farm Mut Grp,1990,2,218769,64943
COM_AUTO,State Farm Mut Grp,1990,3,222694,41587
COM_AUTO,State Farm Mut Grp,1990,4,225682,25587
COM_AUTO,State Farm Mut Grp,1990,5,226110,12253
COM_AUTO,State Farm Mut Grp,1990,6,226247,9037
COM_AUTO,State Farm Mut Grp,1990,7,226698,3161
COM_AUTO,State Farm Mut Grp,1990,8,226739,1650
COM_AUTO,State Farm Mut Grp,1991,1,208425,61946
COM_AUTO,State Farm Mut Grp,1991,2,207219,59162
COM_AUTO,State Farm Mut Grp,1991,3,207811,37772
COM_AUTO,State Farm Mut Grp,1991,4,211186,23809
COM_AUTO,State Farm Mut Grp,1991,5,210054,12558
COM_AUTO,State Farm Mut Grp,1991,6,208456,6607
COM_AUTO,State Farm Mut Grp,1991,7,207581,3057
COM_AUTO,State Farm Mut Grp,1992,1,216172,65043
COM_AUTO,State Farm Mut Grp,1992,2,217665,63507
COM_AUTO,State Farm Mut Grp,1992,3,216400,35883
COM_AUTO,State Farm Mut Grp,1992,4,214510,23075
COM_AUTO,State Farm Mut Grp,1992,5,212937,12315
COM_AUTO,State Farm Mut Grp,1992,6,214979,8185
COM_AUTO,State Farm Mut Grp,1993,1,237378,72295
COM_AUTO,State Farm Mut Grp,1993,2,237679,72284
COM_AUTO,State Farm Mut Grp,1993,3,237253,40867
COM_AUTO,State Farm Mut Grp,1993,4,233699,22942
COM_AUTO,State Farm Mut Grp,1993,5,231958,10957
COM_AUTO,State Farm Mut Grp,1994,1,249592,81988
COM_AUTO,State Farm Mut Grp,1994,2,248849,69209
COM_AUTO,State Farm Mut Grp,1994,3,242493,38433
COM_AUTO,State Farm Mut Grp,1994,4,243140,22816
COM_AUTO,State Farm Mut Grp,1995,1,256434,83207
COM_AUTO,State Farm Mut Grp,1995,2,249225,69263
COM_AUTO,State Farm Mut Grp,1995,3,238468,38504
COM_AUTO,State Farm Mut Grp,1996,1,237860,79699
COM_AUTO,State Farm Mut Grp,1996,2,227353,63891
COM_AUTO,State Farm Mut Grp,1997,1,220029,75827
